業管機關簡碼,業管子機關簡碼,CCTV 設備代碼,基礎路段代碼,參考影像圖片的監看方位,參考影像圖片,動態影像串流網址,設置地點位置類型,設備架設位置X坐標,設備架設位置Y坐標,地理識別碼,縣市代碼,縣市名稱,市區鄉鎮代碼,市區鄉鎮名稱,道路代碼,道路名稱,道路分類,所屬道路方向,路段起點描述,路段迄點描述,所在方向里程數,路側設備布設簡圖URL,來源端平台資料更新時間(yyyy-MM-ddHH:mm:ss),本平台資料更新時間(yyyy-MM-ddHH:mm:ss),資料代表時間(yyyy-MM-ddHH:mm:ss),資料代表日期(yyyy-MM-dd)
AuthorityCode,SubAuthorityCode,CCTVID,LinkID,Bearing,Image,VideoStreamUrl,LocationType,PositionLon,PositionLat,Geohash,CountyID,CountyName,TownID,TownName,RoadID,RoadName,RoadClass,RoadDirection,RoadSectionStart,RoadSectionEnd,LocationMile,LayoutMapURL,SrcUpdateTime,UpdateTime,InfoTime,InfoDate
THB,THB-4R,CCTV-44-0080-158-01,3000800115882U,,,https://cctv-ss02.thb.gov.tw:443/T8-158K+360,1,121.48425,24.192719,wsq3sknh,10015,花蓮縣,11,秀林鄉,300080,台8線,3,W,,,158K+360,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TXG,,C000192,6060620200120B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000192,1,120.7373737,24.1784738,wsmce3w3,66000,臺中市,8,北屯區,606062B,東山路一段,6,E,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
THB,THB-2R,CCTV-22-001B-016-01,3000120001675B,,,https://cctv-ss03.thb.gov.tw:443/T1B-016K+750,1,120.6316648,24.1051864,wsmc1h1q,66000,臺中市,23,烏日區,300012,台1乙線,3,S,,,16K+750,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-5R,CCTV-52-0010-257-001,3000100125684Q,,,https://cctv-ss06.thb.gov.tw:443/T1-257K+250,1,120.43472,23.56296,wsjwh99b,10010,嘉義縣,5,民雄鄉,300010,台1線,3,N,,,257K+250,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-36-0090-320-01,3000900032040V,,,https://cctv-ss05.thb.gov.tw:443/T9-320K+700,1,121.15289,23.018726,wsn4uykv,10014,臺東縣,3,關山鎮,300090,台9線,3,S,,,320K+700,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-5R,CCTV-54-0390-002-002,3003900100217D,,,https://cctv-ss06.thb.gov.tw:443/T39-2K+570(N),1,120.2876,23.0117,wsjdcjnu,67000,臺南市,28,歸仁區,300390,台39線,3,N,,,2K+570,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-43-0090-187-01,3000900018792U,,,https://cctv-ss06.thb.gov.tw:443/T9-187K+980,1,121.619856,24.001542,wsq2x92g,10015,花蓮縣,1,花蓮市,300090,台9線,3,S,,,187K+980,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000104,6002860200010A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=104,1,121.61263,25.07823,wsqqxm7e,63000,臺北市,10,內湖區,600286A,康湖路,6,E,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-1R,CCTV-15-0070-015-01,3000700101419H,,,https://cctv-ss03.thb.gov.tw:443/T7-15K+100,1,121.3446,24.81975,wsqm1q23,68000,桃園市,13,復興區,300070,台7線,3,N,,,15K+100,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-43-0090-175-01,3000900017597U,,,https://cctv-ss06.thb.gov.tw:443/T9-175K+975,1,121.615257,24.098965,wsq3p7jd,10015,花蓮縣,4,新城鄉,300090,台9線,3,S,,,175K+975,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TPE,,T000157,6000300000030A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=157,1,121.52563,25.08406,wsqqtqkm,63000,臺北市,11,士林區,600030A,中山北路五段,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-3R,CCTV-36-0200-202-01,3002000020211V,,,https://cctv-ss05.thb.gov.tw:443/T20-198K+300,1,121.161873,23.126408,wsn5t453,10014,臺東縣,12,海端鄉,300200,台20線,3,E,,,198K+300,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-33-0110-076-02,3001100107533V,,,https://cctv-ss05.thb.gov.tw:443/T11-76K+950,1,121.4783333,23.39777778,wsnmh73v,10014,臺東縣,8,長濱鄉,300110,台11線,3,N,,,76K+950,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-21-0720-030-01,1007200103030K,,,https://cctv-ss04.thb.gov.tw:443/T72-030K+690,1,120.8775131,24.456646,wsmgnshq,10005,苗栗縣,17,獅潭鄉,100720,台72線,1,W,,,30K+690,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TXG,,C000177,6076270300060B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000177,1,120.644257,24.1652,wsmc3r4k,66000,臺中市,6,西屯區,607627B,臺灣大道三段,6,SE,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
NWT,,C000188,6265560600020F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000188,1,121.43869,24.97525,wsqq56sg,65000,新北市,13,土城區,626556F,城林路,6,W,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-2R,CCTV-26-0210-065-01,3002100106551M,,,https://cctv-ss04.thb.gov.tw:443/T21-65K+600,1,120.9009904,23.85072678,wsjzxjvk,10008,南投縣,9,魚池鄉,300210,台21線,3,N,,,65K+600,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-12-0650-002-01,6253940400030F,,,https://cctv-ss03.thb.gov.tw:443/T65-2K+050,4,121.4421,25.04881,wsqq7rzr,65000,新北市,5,新莊區,625394F,台65線,6,S,,,2K+050,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000038,6190800700010E,,,https://cctv4.kctmc.nat.gov.tw/b2d221a4,1,120.32181,22.67751,wsj91brd,64000,高雄市,3,左營區,619080E,大中一路,6,NW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-1R,CCTV-17-0620-014-01,1006200001440F,,,https://cctv-ss02.thb.gov.tw:443/T62-14K+495,1,121.7823,25.11041,wsqwg5pn,65000,新北市,12,瑞芳區,100620,台62線,1,E,,,14K+495,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000083,6208930500010E,,,https://cctv6.kctmc.nat.gov.tw/47e2aeaf,1,120.35025,22.52492,wsj84ss3,64000,高雄市,11,小港區,620893E,鳳華路,6,SW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
HSZ,,CCTV013-XC,6610360600050O,,,http://223.200.7.27/jpeg?cam=13,2,120.952593,24.796528,wsqj064f,10018,新竹市,3,香山區,661036O,中華路四段,6,W,,,,,2022-10-24 00:00:01,2022-10-28 06:30:00,2022-10-24 00:00:01,2022-10-24
NWT,,C000254,6255520100000F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000254,4,121.48147,25.03585,wsqqkmsh,65000,新北市,1,板橋區,625552F,文化路二段,6,NE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-1R,CCTV-16-0150-075-01,1006100007450O,,,https://cctv-ss01.thb.gov.tw:443/T15-75K+300,1,120.9273,24.8327,wsmvrb8s,10018,新竹市,2,北區,100610,台15線,1,S,,,75K+300,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-42-009D-051-03,3000940105021G,,,https://cctv-ss02.thb.gov.tw:443/T9D-051K+820,1,121.750706,24.322493,wsqd6eb0,10002,宜蘭縣,12,南澳鄉,300094,台9丁線,3,N,,,051K+820,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-42-0090-130-10,3000900013008G,,,https://cctv-ss03.thb.gov.tw:443/T9-130K+382(S),1,121.779781,24.425895,wsqdgnt7,10002,宜蘭縣,12,南澳鄉,300090,台9線,3,S,,,130K+382,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000179,6205790000000E,,,https://cctv3.kctmc.nat.gov.tw/50dc8e4b,1,120.42895,22.59163,wsj8s2tt,64000,高雄市,14,大寮區,620579E,華中路,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TPE,,T000315,6003200000020A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=315,1,121.54411,25.05758,wsqqtc9d,63000,臺北市,4,中山區,600320A,復興北路,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
KHH,,64000C000013,3000100137285E,,,https://cctv2.kctmc.nat.gov.tw/1cf29d9d,2,120.32091,22.68789,wsj91fpn,64000,高雄市,3,左營區,300010,台1線,3,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-1R,CCTV-12-0640-006-02,1006401103000F,,,https://cctv-ss03.thb.gov.tw:443/T64-6K+401,1,121.4308,25.10833,wsqqg4z4,65000,新北市,15,五股區,100640,台64線,1,W,,,6K+401,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000290,6204990400010E,,,,1,120.32652,22.61713,wsj8dj74,64000,高雄市,8,苓雅區,620499E,凱旋三路,6,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-2R,CCTV-25-0080-063-01,6059150600000B,,,https://cctv-ss04.thb.gov.tw:443/T8-63K+500,6,121.1721094,24.2525192,wsq1vr4c,66000,臺中市,29,和平區,605915B,台8線,6,W,,,63K+500,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-43-0110-021-03,3001100002150U,,,https://cctv-ss01.thb.gov.tw:443/T11-021K+800-1,1,121.568013,23.799002,wsnrqk7p,10015,花蓮縣,6,壽豐鄉,300110,台11線,3,S,,,021K+800,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-37-0090-416-01,3000900041581V,,,https://cctv-ss05.thb.gov.tw:443/T9-416K+700,1,120.910835,22.373972,wevzr3h9,10014,臺東縣,10,大武鄉,300090,台9線,3,S,,,416K+700,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-5R,CCTV-54-0010-328-002,3000100132794D,,,https://cctv-ss06.thb.gov.tw:443/T1-328K+090,1,120.2363,23.04048,wsje043k,67000,臺南市,31,永康區,300010,台1線,3,N,,,328K+090,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-12-0150-000-05,3001500000048F,,,https://cctv-ss01.thb.gov.tw:443/T15-0K+750,1,121.4578,25.12588,wsqqgy4b,65000,新北市,10,淡水區,300150,台15線,3,S,,,0K+750,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TXG,,C000023,6062590600030B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000023,1,120.645578,24.172488,wsmc927q,66000,臺中市,6,西屯區,606259B,河南路二段,6,W,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
TAO,,T802500,6377310500043H,,,https://cctvtraffic.tycg.gov.tw/camera122,2,121.40826,25.01885,wsqq6dwc,68000,桃園市,7,龜山區,637731H,萬壽路一段,6,SW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-3R,CCTV-32-0170-265-01,3001700126560T,,,https://cctv-ss04.thb.gov.tw:443/T17-265K+800,1,120.5334051,22.4247718,wevxwf39,10013,屏東縣,21,佳冬鄉,300170,台17線,3,N,,,265K+800,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-38-0290-104-01,3002900110362E,,,https://cctv-ss05.thb.gov.tw:443/T29-104K+500,1,120.4288164,22.5691256,wsj8kktd,64000,高雄市,14,大寮區,300290,台29線,3,N,,,104K+500,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TNN,,C110012,6156010400000D,,,https://trafficvideo2.tainan.gov.tw/a3f5f3d2,1,120.29354,23.3064,wsjs96g1,67000,臺南市,1,新營區,615601D,長榮路三段,6,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-3R,CCTV-33-0090-344-01,3000900034467V,,,https://cctv-ss05.thb.gov.tw:443/T9-344K+900,1,121.09819,22.86874,wsn45ejh,10014,臺東縣,4,卑南鄉,300090,台9線,3,S,,,344K+900,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000228,6208420400040E,,,https://cctv6.kctmc.nat.gov.tw/54ecdec4,1,120.32763,22.62972,wsj8dpeg,64000,高雄市,8,苓雅區,620842E,福德二路,6,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
NWT,,C000249,6266290100000F,,,http://atis.ntpc.gov.tw/ATIS/ShowFrame4CCTV/C000249,1,121.49922,25.08453,wsqqsy3p,65000,新北市,2,三重區,626629F,重陽大橋引道,6,NE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-4R,CCTV-42-0090-141-17,3000900014174G,,,https://cctv-ss05.thb.gov.tw:443/T9-141K+760(S),1,121.765019,24.329586,wsqd6v4d,10002,宜蘭縣,12,南澳鄉,300090,台9線,3,S,,,141K+760,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
HSZ,,CCTV073-NC,6614330100000O,,,http://223.200.7.29/jpeg?cam=9,1,120.931386,24.843541,wsmvrfes,10018,新竹市,2,北區,661433O,榮濱路,6,NE,,,,,2022-10-24 00:00:01,2022-10-28 06:30:00,2022-10-24 00:00:01,2022-10-24
KEE,,T000002,0000301101020C,,,https://CCTV.KLCG.GOV.TW:443/9cc4ca1c,1,121.71492,25.13972,wsqx18w1,10017,基隆市,6,安樂區,000030,國道3號,0,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
KHH,,64000C000096,6192180300070E,,,https://cctv2.kctmc.nat.gov.tw/e55eb993,1,120.31567,22.59579,wsj89c7n,64000,高雄市,9,前鎮區,619218E,中山三路,6,SE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
KHH,,64000C000091,6190020300000E,,,https://cctv2.kctmc.nat.gov.tw/d322dffe,1,120.30458,22.61394,wsj89sep,64000,高雄市,8,苓雅區,619002E,一心二路,6,SE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-3R,CCTV-33-0110-146-01,3001100014412V,,,https://cctv-ss05.thb.gov.tw:443/T11-146K+300,1,121.231024,22.87849065,wsn4nsvs,10014,臺東縣,7,東河鄉,300110,台11線,3,S,,,146K+300,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-23-0760-022-01,4014400002262N,,,https://cctv-ss04.thb.gov.tw:443/T76-22K+600-1,1,120.560941,23.946473,wsm8prmf,10007,彰化縣,15,埔心鄉,401440,台76線,4,E,,,22K+600,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-33-0110-157-01,6843840600000V,,,https://cctv-ss04.thb.gov.tw:443/T11-157K+500,6,121.185465,22.792111,wsn1ttht,10014,臺東縣,1,臺東市,684384V,台11線,6,W,,,157K+500,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TXG,,C000007,6076270700040B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000007,1,120.639276,24.169206,wsmc3pyg,66000,臺中市,6,西屯區,607627B,臺灣大道三段,6,NW,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
TTT,,C109131,6841940100000V,,,https://trafficvideo.ttcpb.gov.tw/712f1754,1,121.18534,22.79203,wsn1tthm,10014,臺東縣,1,臺東市,684194V,吉林路二段,6,NE,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-1R,CCTV-17-062A-002-03,1006210000200C,,,https://cctv-ss02.thb.gov.tw:443/T62A-2K+690,1,121.774,25.13097,wsqwgncn,10017,基隆市,7,信義區,100621,台62甲線,1,E,,,2K+690,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
HSZ,,CCTV040-EC,6610500500000O,,,http://223.200.7.27/jpeg?cam=40,2,121.019071,24.778661,wsqhcyg6,10018,新竹市,1,東區,661050O,介壽路,6,SW,,,,,2022-10-24 00:00:01,2022-10-28 06:30:00,2022-10-24 00:00:01,2022-10-24
CYI,,C010009,6400410100070I,,,http://61.60.38.53:8601/Interface/Cameras/GetJPEGStream?Camera=CCTV003&amp;amp;Width=320&amp;amp;Height=240&amp;amp;Quality=70&amp;amp;FPS=10&amp;amp;AuthUser=web,1,120.4422222,23.47926389,wsjtsdr2,10020,嘉義市,2,西區,640041I,中山路,6,NE,,,,,2022-10-24 00:01:09,2022-10-28 06:30:00,2022-10-24 00:01:09,2022-10-24
KEE,,T000012,6100950500010C,,,https://CCTV.KLCG.GOV.TW:443/bf14f2af,1,121.71762,25.09941,wsqwcc0n,10017,基隆市,2,七堵區,610095C,明德一路,6,SW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
KHH,,64000C000026,3001700122666E,,,https://cctv6.kctmc.nat.gov.tw/cf116a1c,6,120.29739,22.62578,wsj89qvu,64000,高雄市,7,前金區,300170,台17線,3,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-3R,CCTV-36-0090-330-01,3000900132981V,,,https://cctv-ss05.thb.gov.tw:443/T9-330K+900,1,121.143234,22.93707076,wsn4kxtf,10014,臺東縣,5,鹿野鄉,300090,台9線,3,N,,,330K+900,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-33-0110-104-01,3001100010387V,,,https://cctv-ss04.thb.gov.tw:443/T11-104K+000,1,121.40051,23.176892,wsn7fe1p,10014,臺東縣,2,成功鎮,300110,台11線,3,S,,,104K+000,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-21-0010-111-01,1007201001000K,,,https://cctv-ss04.thb.gov.tw:443/T1-111K+200,1,120.791583,24.611694,wsmuh8mt,10005,苗栗縣,6,後龍鎮,100720,台1線,1,E,,,111K+200,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000129,6190100500020E,,,https://cctv4.kctmc.nat.gov.tw/ab1f7cfb,1,120.28136,22.62478,wsj89ndn,64000,高雄市,1,鹽埕區,619010E,七賢三路,6,SW,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
HSZ,,CCTV050-EC,6610560300050O,,,http://223.200.7.27/jpeg?cam=50,2,121.008048,24.797789,wsqj1d73,10018,新竹市,1,東區,661056O,公道五路二段,6,SE,,,,,2022-10-24 00:00:01,2022-10-28 06:30:00,2022-10-24 00:00:01,2022-10-24
THB,THB-2R,CCTV-21-0010-133-01,3000100013313K,,,https://cctv-ss03.thb.gov.tw:443/T1-133K+300,1,120.6902708,24.4934647,wsmg66gu,10005,苗栗縣,3,通霄鎮,300010,台1線,3,S,,,133K+300,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-45-007A-003-01,3000710000378G,,,https://cctv-ss01.thb.gov.tw:443/T7A-003K+800,1,121.491145,24.577375,wsq7ud5j,10002,宜蘭縣,11,大同鄉,300071,台7甲線,3,S,,,003K+800,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-12-0030-015-02,6251050400000F,,,https://cctv-ss02.thb.gov.tw:443/T3-15K+472,4,121.4324,24.9656,wsqq52b7,65000,新北市,13,土城區,625105F,台3線,6,S,,,15K+472,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-3R,CCTV-32-0240-019-01,3002400101828T,,,https://cctv-ss05.thb.gov.tw:443/T24-19K+450,1,120.637422,22.709962,wsjc1njr,10013,屏東縣,13,內埔鄉,300240,台24線,3,W,,,19K+450,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-42-009D-017-01,3000940101716G,,,https://cctv-ss02.thb.gov.tw:443/T9D-017K+220,1,121.831325,24.518378,wsqekr6v,10002,宜蘭縣,12,南澳鄉,300094,台9丁線,3,N,,,017K+220,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-4R,CCTV-44-0080-176-01,3000800117731U,,,https://cctv-ss02.thb.gov.tw:443/T8-176K+050-1,1,121.561355,24.171056,wsq3w0nq,10015,花蓮縣,11,秀林鄉,300080,台8線,3,W,,,176K+050,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
CHA,,CCTV24,6584900400000N,,,https://117.56.220.4:8401/Interface/Cameras/GetJPEGStream?Camera=cctv24&amp;amp;Width=320&amp;amp;Height=240&amp;amp;Quality=50&amp;amp;FPS=5&amp;amp;AuthUser=web,4,120.48748,24.16273,wsm9my8q,10007,彰化縣,5,伸港鄉,,,0,,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
TPE,,T000297,6003470400000A,,,http://control.bote.gov.taipei/view_camera.html?ccd_id=297,1,121.53086,25.11247,wsqqve84,63000,臺北市,11,士林區,600347A,忠誠路二段,6,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
KHH,,64000C000171,4018300101180E,,,https://cctv1.kctmc.nat.gov.tw/ac2ce75d,3,120.35338,22.61655,wsj8dtnw,64000,高雄市,12,鳳山區,401830,183,4,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-3R,CCTV-36-0200-192-01,3002000019611V,,,https://cctv-ss04.thb.gov.tw:443/T20-192K+513,1,121.11849,23.1337515,wsn5s57g,10014,臺東縣,12,海端鄉,300200,台20線,3,E,,,192K+513,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-2R,CCTV-24-014B-014-01,3001420001460M,,,https://cctv-ss04.thb.gov.tw:443/T14B-14K+800,1,120.6923872,23.923418,wsmb47js,10008,南投縣,1,南投市,300142,台14乙線,3,E,,,14K+800,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-12-0650-010-04,1006500001020F,,,https://cctv-ss03.thb.gov.tw:443/T65-10K+811,1,121.4362,24.97682,wsqq56gh,65000,新北市,13,土城區,100650,台65線,1,S,,,10K+811,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-5R,CCTV-54-0190-129-001,3001900012912D,,,https://cctv-ss06.thb.gov.tw:443/T19-129K+500,1,120.20348,23.11197,wsj7rr3s,67000,臺南市,14,西港區,300190,台19線,3,S,,,129K+500,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TXG,,C000066,6079580700000B,,,http://e-traffic.taichung.gov.tw/ATIS_TCC/Device/Showcctv?id=C000066,1,120.703284,24.249467,wsmcfwmr,66000,臺中市,9,豐原區,607958B,豐原大道一段,6,NW,,,,,2022-10-24 00:01:16,2022-10-28 06:30:00,2022-10-24 00:01:16,2022-10-24
THB,THB-1R,CCTV-12-0640-005-02,1006400000500F,,,https://cctv-ss03.thb.gov.tw:443/T64-5K+120,1,121.4191,25.11267,wsqqfgwe,65000,新北市,15,五股區,100640,台64線,1,E,,,5K+120,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
THB,THB-1R,CCTV-12-0610-015-01,3001500101538F,,,https://cctv-ss02.thb.gov.tw:443/T61-10k+170,1,121.3441,25.12648,wsqqcq0h,65000,新北市,17,林口區,300150,台61線,3,N,,,10K+170,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000064,6196970400060E,,,https://cctv4.kctmc.nat.gov.tw/2fcf5010,1,120.31433,22.6173,wsj89v65,64000,高雄市,8,苓雅區,619697E,民權一路,6,S,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-1R,CCTV-11-002C-007-02,3000230000758F,,,https://cctv-ss01.thb.gov.tw:443/T2C-7K+700-4,1,121.7724,25.05334,wsqwdbzf,65000,新北市,24,平溪區,300023,台2丙線,3,E,,,7K+700,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
KHH,,64000C000307,6203590000010E,,,https://cctv3.kctmc.nat.gov.tw/71d5123d,1,120.29327,22.61886,wsj89mdu,64000,高雄市,8,苓雅區,620359E,海邊路,6,N,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
THB,THB-4R,CCTV-43-009C-012-01,3000930101143U,,,https://cctv-ss02.thb.gov.tw:443/T9C-012K+500,1,121.511752,23.953293,wsq2m0d4,10015,花蓮縣,11,秀林鄉,300093,台9丙線,3,N,,,012K+500,,2022-10-24 00:18:16,2022-10-28 06:30:00,2022-10-24 00:18:16,2022-10-24
TAO,,T106550,6357290200010H,,,https://cctvtraffic.tycg.gov.tw/camera110,1,121.27827,24.99396,wsqnpy00,68000,桃園市,1,桃園區,635729H,文中路,6,E,,,,,2022-10-24 00:00:00,2022-10-28 06:30:00,2022-10-24 00:00:00,2022-10-24
